"WDS";"Discov";"Comp";"Firs";"Last";"Obs";"P1";"P2";"Sep.01";"Sep.02";"Mag1";"Mag2";"Spectr";"M1RA";"M1DE";"M2RA";"M2DE";"DurNum";"Not";"Coord2000ArcSec";"Mag1Num";"Mag2Num"
"20387+3838";"STF2708";"AB";1823;2016;130;1;323;9.6;57.4;"6.83";"8.67";"G2V";"201";"-193";"24";"-5";"+38 4172";"NL U";"203840.19+383806.3";6.83;8.67
"20391+1005";"STT 533";"AC";1852;2015;24;101;101;213.8;214.6;"5.15";"8.62";"G1IV";"324";"22";"315";"26";"+09 4602";"NV";"203907.78+100510.3";5.15;8.62
"20396+4035";"STT 410";"AB,C";1851;2013;32;70;69;69;68.2;"6.76";"8.72";"B8IIIpMn";"7";"-2";"5";"0";"+40 4267";"";"203933.31+403446.8";6.76;8.72
"20413+2922";"ARY  29";"";1898;2013;15;144;143;121.7;119.2;"8.10";"8.46";"F6V";"12";"-15";"1";"5";"+28 3849";"Y";"204118.52+292134.2";8.1;8.46
"20419+2043";"BU  673";"AC";1894;2016;21;166;163;106.2;102.6;"7.46";"8.07";"A7II-III";"-2";"-57";"24";"-19";"+20 4682";"Y";"204151.69+204251.0";7.46;8.07
"20450-5029";"DUN 235";"AC";1903;1999;14;124;122;124.1;125.2;"7.96";"7.48";"K0III";"9";"-7";"27";"-8";"-5013115";"Z";"204457.56-502916.5";7.96;7.48
"20471+3210";"ARY  61";"";1893;2010;12;239;237;95;99.3;"7.41";"8.81";"A0+B2ne";"22";"19";"-3";"-7";"+31 4220";"U";"204708.48+321020.1";7.41;8.81
"20489-6847";"SHY 782";"";1991;2000;3;106;106;999.9;999.9;"7.03";"8.38";"F2III+F6V";"42";"-62";"46";"-60";"-69 3135";"NV";"204856.52-684728.5";7.03;8.38
"20493+5845";"STTA211";"";1875;2010;33;262;267;115.2;95.4;"6.85";"7.88";"B9";"-4";"-2";"131";"100";"+58 2178";"NL U";"204919.01+584455.5";6.85;7.88
"20527+0720";"STF2733";"";1800;2014;39;138;144;43.3;39.7;"8.39";"8.58";"A";"45";"-13";"42";"-15";"+06 4674";"N";"205242.97+071947.6";8.39;8.58
"20577+5849";"ARN  34";"AD";1897;2012;14;266;265;215.7;215.3;"8.27";"7.93";"A0";"6";"3";"4";"3";"";"N";"205740.68+584919.4";8.27;7.93
"20585+1626";"STF2738";"AC";1889;2016;20;103;104;212.1;209.4;"7.51";"8.14";"F5V";"3";"-4";"-7";"-34";"+15 4302";"";"205832.23+162612.2";7.51;8.14
"20585+1626";"STF2738";"BC";1889;2016;17;101;102;225;222.7;"8.57";"8.14";"A0";"1";"-2";"-7";"-34";"";"";"205831.23+162608.1";8.57;8.14
"21011-2944";"SKF2097";"";1898;2010;15;152;152;89.1;87.6;"7.10";"8.18";"A2IV+F0V";"17";"-41";"20";"-39";"-3018336";"V";"210103.30-294343.2";7.1;8.18
"21012+3602";"CLP   1";"AB";1991;2010;4;41;39;71.8;74.3;"6.11";"8.87";"G5III+K5";"-4";"-7";"10";"3";"+35 4357";"";"210112.86+360133.6";6.11;8.87
"21022-4300";"DUN 236";"";1826;2016;30;75;73;67.2;57.5;"6.68";"6.95";"G3IV+K0IV";"73";"-114";"71";"-111";"-4314325";"NZ V";"210212.73-430007.7";6.68;6.95
"21026+2141";"BU   69";"AC";1875;2014;27;238;241;78.4;74.3;"8.35";"8.02";"F0";"40";"-34";"52";"1";"";"";"210236.08+214128.2";8.35;8.02
"21028+4551";"BU 1138";"AC";1892;2012;21;313;330;168.7;152.1;"6.46";"7.82";"B8";"3";"-3";"404";"141";"";"NS U";"210248.62+455056.0";6.46;7.82
"21036+5358";"ES 2704";"AB";1902;2013;17;98;97;55.7;54.4;"8.56";"8.91";"A2";"-3";"-13";"-11";"-7";"+53 2540";"N";"210338.86+535750.2";8.56;8.91
"21038-4041";"RSS  37";"";1879;2010;13;317;318;50.3;50.4;"8.01";"8.70";"K1III";"-13";"-19";"-10";"-2";"-4114360";"N";"210348.90-404126.8";8.01;8.7
"21039+4138";"STTA214";"AB";1875;2016;28;185;185;57.4;57.7;"6.37";"8.64";"F3IV";"-3";"-54";"-5";"-56";"+41 3987";"N";"210352.13+413741.4";6.37;8.64
"21064-4123";"SEE 437";"AC";1879;2013;16;88;88;132.9;127.8;"5.66";"7.92";"F6/7V";"28";"-12";"6";"-36";"-4114381";"NY";"210625.50-412309.4";5.66;7.92
"21069+3845";"STF2758";"AB";1753;2016;1734;35;152;19.6;31.4;"5.20";"6.05";"K5V+K7V";"417";"326";"412";"313";"+38 4343";"NO P";"210653.95+384457.9";5.2;6.05
"21103+1008";"STFA 54";"AD";1835;2011;25;153;152;366;335.8;"4.70";"6.06";"A9V";"49";"-152";"-1";"16";"+09 4735";"N";"211020.47+100755.0";4.7;6.06
"21105+4742";"STTA215";"AC";1875;2012;22;190;189;134.1;136.7;"6.55";"7.52";"B6IV";"-4";"-4";"-5";"-18";"+47 3321";"N";"211030.96+474132.0";6.55;7.52
"21105+2227";"SHY 793";"BC";1991;1999;3;262;262;999.9;999.9;"7.42";"8.27";"A0+G0";"24";"-11";"21";"-13";"";"NV";"211030.93+222725.5";7.42;8.27
"21118+5959";"STF2780";"AC";1878;2011;16;212;211;119.9;120.5;"6.09";"8.90";"B0II";"-3";"-4";"-4";"-5";"+59 2333";"N";"211148.24+595911.8";6.09;8.9
"21135+0713";"S   781";"AB,D";1824;2013;27;172;172;184.5;186.1;"7.25";"7.17";"A7V";"26";"-6";"26";"-4";"+06 4777";"NZ";"211327.24+071304.9";7.25;7.17
"21143+3418";"STTA216";"";1875;2013;25;47;47;101.9;101.9;"7.35";"8.09";"B8";"-4";"-7";"2";"-6";"+33 4203";"N";"211419.79+341739.6";7.35;8.09
"21155+4202";"HJL1106";"";1895;2010;10;183;183;460;459.8;"6.71";"8.87";"K0III";"60";"130";"60";"130";"";"W";"211527.23+420134.9";6.71;8.87
"21208-5302";"SHY 340";"AC";1991;1999;4;3;3;999.9;999.9;"8.71";"8.97";"G7V+G9V";"30";"-95";"37";"-102";"";"NV";"212049.95-530203.1";8.71;8.97
"21223+5734";"POP1233";"AC";1906;2012;13;193;192;84.3;83.4;"8.23";"8.69";"G5+K0";"76";"25";"82";"31";"+57 2562";"NVW";"212220.42+573354.6";8.23;8.69
"21237-3947";"SKF1173";"";1879;2016;12;153;153;97;94;"7.51";"8.98";"F3IV+F6V";"40";"-41";"40";"-43";"-4014323";"VW";"212340.56-394643.7";7.51;8.98
"21238+3721";"STFA 55";"AB";1835;2012;30;303;304;365.3;364.1;"6.61";"6.61";"K5";"-6";"-7";"52";"25";"+36 4543";"N";"212348.39+372105.4";6.61;6.61
"21238-0635";"S   788";"";1795;2013;51;87;93;37.2;56.8;"7.65";"8.27";"F8";"-129";"-4";"-15";"-44";"-07 5549";"NL U";"212350.84-063502.2";7.65;8.27
"21314+4829";"ARN  78";"";1900;2012;12;101;99;49.6;51.6;"7.64";"8.82";"kA0mA1IV-";"-9";"-20";"-8";"-22";"";"W";"213144.65+482903.7";7.64;8.82
"21344+6644";"STFA 57";"AB";1836;2016;29;26;25;179;183.1;"7.07";"7.18";"K1III";"-25";"-31";"-3";"-18";"+66 1415";"N";"213425.84+664335.5";7.07;7.18
"21370-3553";"CBL 184";"";1896;2010;16;266;265;78.6;78.4;"7.40";"8.64";"F3V";"90";"-12";"89";"-7";"";"NV";"213658.09-355303.0";7.4;8.64
"21377+0637";"STFA 56";"AB";1782;2016;72;353;348;34.7;39.3;"6.18";"7.50";"A2V";"58";"-2";"56";"-1";"+05 4830";"NZ V";"213743.64+063706.2";6.18;7.5
"21390+5729";"GUI  36";"CD";1783;2016;75;329;325;28.6;30.3;"7.48";"7.53";"B1.5V";"-6";"4";"-1";"-2";"";"N";"213858.88+572914.6";7.48;7.53
"21434+3817";"S   799";"AB";1824;2015;37;59;60;153.2;149.5;"5.69";"7.00";"A0V";"34";"-5";"25";"-26";"+37 4408";"N";"214325.63+381701.0";5.69;7
"21440-5720";"JC   25";"AB";1845;1999;15;5;4;152.2;152.3;"6.54";"6.90";"F5/7IV/V";"-117";"-52";"-115";"-53";"-57 9940";"NVW";"214359.16-571930.4";6.54;6.9
"21440-5720";"JC   25";"AC";1845;1999;15;221;214;205.4;187;"6.54";"7.47";"K2III";"-117";"-52";"51";"-48";"-57 9939";"N W";"214359.16-571930.4";6.54;7.47
"21441+2845";"STF2822";"AD";1800;2014;54;62;44;216.5;196.9;"4.75";"6.94";"F6V+F2V";"260";"-243";"-1";"-54";"";"NL U";"214408.57+284433.4";4.75;6.94
"21441+2845";"STF2822";"BD";1823;2012;24;60;45;213.9;196.7;"6.18";"6.94";"G2V";"260";"-243";"-1";"-54";"";"NU";"214408.46+284434.6";6.18;6.94
"21441+0709";"STTA222";"";1874;2012;26;258;258;87.5;87.6;"7.49";"8.47";"F2V";"-14";"34";"-16";"33";"+06 4892";"N";"214407.92+070929.7";7.49;8.47
"21442+0953";"S   798";"AC";1825;2016;28;323;318;138.5;144.6;"2.53";"8.74";"K2Ib";"29";"1";"-34";"-17";"+09 4890";"N";"214411.14+095230.0";2.53;8.74
"21467-0607";"SCA  93";"";1892;2010;14;0;359;72.2;70.6;"8.49";"8.95";"K";"1";"17";"1";"6";"-06 5822";"";"214642.12-060636.4";8.49;8.95
"21483-4718";"BSO  15";"";1834;2013;32;14;350;20;79;"5.64";"8.76";"G0V";"166";"-295";"52";"-6";"-4713928";"NL U";"214815.75-471813.0";5.64;8.76
"21509+3240";"ES  382";"AC";1893;2014;17;322;322;60.4;57.9;"8.28";"8.42";"A0";"-7";"2";"12";"-7";"+31 4559";"";"215054.61+323931.0";8.28;8.42
"21519+4221";"HO  172";"AD";1875;2003;9;68;61;480.9;480.9;"7.93";"8.63";"G5";"-175";"-306";"39";"13";"+41 4299";"NU";"215152.93+422038.0";7.93;8.63
"21531+6806";"STTA226";"AB";1876;2003;27;246;245;76;75.9;"7.52";"8.91";"G8II";"-7";"-7";"-8";"-8";"+67 1372";"N";"215308.19+680626.9";7.52;8.91
"21538+6237";"S   800";"AB";1824;2016;28;145;145;62.5;62.5;"7.07";"7.91";"B1V+B1V";"-3";"-1";"-3";"-1";"+61 2216";"N";"215348.11+623651.9";7.07;7.91
"21541+1803";"SKF2182";"";1913;2010;11;326;326;75.3;74.9;"8.54";"8.76";"A3+A3m";"-6";"-7";"-5";"-9";"+17 4654";"";"215406.56+180323.9";8.54;8.76
"21552-6153";"SHY 348";"AD";1991;2010;6;245;245;999.9;999.9;"5.96";"7.28";"F1III+F6V";"45";"-91";"44";"-92";"";"NVW";"215511.34-615311.0";5.96;7.28
"21572+6609";"ARY  43";"";1893;2010;15;128;128;101.5;100.4;"6.38";"6.75";"B3V";"6";"0";"5";"3";"+65 1691";"";"215711.10+660922.2";6.38;6.75
"21575+0409";"STTA225";"";1875;2014;23;287;286;75.1;75.1;"7.10";"8.57";"F5";"2";"-26";"1";"-24";"+03 4640";"N";"215730.97+040927.8";7.1;8.57
"21576+6842";"HAU  28";"";1894;2010;12;42;36;36.8;35.5;"8.39";"8.90";"K2";"25";"-11";"-3";"-5";"+68 1263";"";"215738.70+684146.0";8.39;8.9
"21586+0601";"SHJ 336";"AB";1881;2016;18;225;222;102.2;93.5;"7.98";"8.93";"A2";"17";"-10";"82";"18";"+05 4915";"NL";"215836.57+060050.0";7.98;8.93
"22039+5949";"STT 461";"AD";1876;2016;19;73;72;183.4;184;"6.66";"7.84";"B1V";"-4";"-2";"5";"1";"";"N";"220353.86+594852.5";6.66;7.84
"22039+5949";"STT 461";"AE";1876;2016;21;38;37;236.7;237.1;"6.66";"6.96";"B1V";"-4";"-2";"8";"3";"";"NZ";"220353.86+594852.5";6.66;6.96
"22039+5949";"STT 461";"DE";1876;2003;18;347;346;136.1;136.1;"7.84";"6.96";"A";"5";"1";"8";"3";"+59 2461";"N";"220417.12+594949.3";7.84;6.96
"22039+5949";"STT 461";"EF";1876;2011;18;34;33;192.4;192.6;"6.96";"8.14";"B9III";"8";"3";"13";"7";"";"N";"220412.86+595201.8";6.96;8.14
"22045+1551";"BU  696";"AC";1900;2016;30;317;323;59.5;63.3;"7.95";"8.96";"G0V";"-26";"-68";"-14";"-11";"";"NU";"220430.12+155128.6";7.95;8.96
"22047+6120";"ARY  44";"AB";1900;2010;8;349;347;81.3;80;"7.19";"8.71";"A2";"31";"15";"7";"0";"+60 2334";"";"220444.51+612016.2";7.19;8.71
"22058-0019";"SKF1651";"AC";1876;2010;30;239;239;999.9;999.9;"2.96";"2.90";"G2Ib+G0Ib";"18";"-9";"19";"-8";"";"NV";"220547.03-001911.4";2.96;2.9
"22083+6959";"ARY  45";"";1896;2013;12;208;207;66.5;66.3;"7.86";"8.11";"B9.5V";"10";"3";"11";"2";"+69 1225";"";"220817.22+695856.4";7.86;8.11
"22091-1831";"BU  170";"A,BC";1873;2000;8;40;40;160;162.1;"5.77";"8.5";"B2III";"0";"-8";"54";"-16";"-19 6227";"N";"220858.99-183110.5";5.77;8.5
"22093+4451";"HJ 1735";"AD";1895;2015;21;286;286;110.6;110.2;"6.73";"6.77";"B9IV";"13";"1";"19";"0";"";"N";"220915.19+445047.3";6.73;6.77
"22143-2104";"H N  56";"AC";1895;2012;10;44;45;215.3;209.8;"5.63";"8.94";"F2V";"23";"55";"8";"7";"-21 6182";"N";"221418.02-210428.9";5.63;8.94
"22220-3431";"SHY 805";"AB";1991;1999;4;37;37;141.9;142;"7.47";"7.47";"F4V+F2/3";"10";"26";"10";"27";"";"NV";"222157.60-343113.0";7.47;7.47
"22220-3431";"SHY 802";"BC";1991;1999;3;296;296;999.9;999.9;"7.47";"6.41";"F2+A2III";"13";"25";"13";"25";"";"NV";"222204.58-342920.3";7.47;6.41
"22226+0956";"STTA231";"";1875;2016;25;110;113;91;90.6;"8.02";"8.97";"F0";"5";"-41";"-10";"-73";"+09 5030";"N";"222233.91+095624.5";8.02;8.97
"22237+2051";"STF2900";"AC";1782;2015;98;1;306;45.1;92.7;"6.28";"8.54";"F7V";"335";"-15";"15";"-14";"+20 5138";"NL U";"222339.56+205054.0";6.28;8.54
"22246-4127";"CRU9041";"AD";1902;2000;6;37;37;244.1;238;"6.68";"7.8";"F5V+K2III";"145";"-35";"91";"-69";"-4215904";"N";"222439.23-412625.2";6.68;7.8
"22269+4943";"STTA234";"AC";1874;2012;25;134;134;36.3;36.1;"8.15";"8.49";"B8";"2";"1";"0";"0";"+48 3733";"";"222655.18+494243.0";8.15;8.49
"22292+5825";"STFA 58";"AC";1800;2016;93;195;192;41.7;40.9;"4.21";"6.11";"F5Iab+B7";"15";"3";"17";"4";"+57 2547";"NZ";"222910.25+582454.7";4.21;6.11
"22315-3221";"PZ    7";"AC";1826;2009;38;173;172;35.3;30.6;"4.28";"7.12";"A0V";"59";"-19";"55";"-20";"-3217126";"N";"223130.33-322045.9";4.28;7.12
"22359+3938";"A  1469";"AE";1895;2016;19;239;239;337.2;335.2;"5.66";"7.25";"B2Ve";"1";"-4";"14";"7";"+38 4807";"N";"223552.28+393803.6";5.66;7.25
"22359+3938";"A  1469";"BE";1880;2009;15;243;242;325.1;324;"6.29";"7.25";"B2V";"-14";"-6";"14";"7";"";"N";"223552.09+393741.3";6.29;7.25
"22361+7253";"STTA236";"AB,D";1783;2016;27;135;137;41.7;42.4;"7.56";"8.42";"F5+dF7";"93";"45";"91";"49";"+72 1051";"NZ V";"223608.65+725251.1";7.56;8.42
"22366-3140";"DUN 241";"";1826;2013;30;33;32;84.4;93.4;"5.93";"7.55";"K1III";"-42";"-39";"-9";"-3";"-3217161";"NL Y";"223635.44-313949.6";5.93;7.55
"22370-4035";"SHY 811";"AC";1902;1999;5;275;275;337.9;337.9;"5.88";"6.29";"A1V+A3Vn";"45";"-70";"46";"-72";"";"NV";"223658.86-403527.7";5.88;6.29
"22386-1404";"HJ 5355";"AB";1896;2013;20;294;290;76.9;83.3;"7.51";"8.75";"A5II/III";"56";"5";"-32";"-32";"-14 6320";"Y";"223834.64-140401.3";7.51;8.75
"22395+4123";"BU  277";"AB,D";1895;2012;14;48;47;74.3;78.6;"8.26";"8.50";"A2";"6";"-4";"37";"17";"+40 4874";"";"223932.84+412252.4";8.26;8.5
"22395+4123";"ARN  54";"AB,E";1895;2003;10;349;349;222.6;223.2;"8.26";"8.73";"A2";"6";"-4";"8";"-4";"";"";"223932.84+412252.4";8.26;8.73
"22397-2820";"H 6 119";"AB";1783;2013;28;158;159;87;85.9;"6.43";"7.50";"K0III";"97";"-40";"94";"-39";"-2817873";"NZ";"223944.12-281932.0";6.43;7.5
"22452-4535";"SHY 814";"";1991;2010;5;19;19;146.5;146.6;"8.85";"8.99";"F6V+F6/7V";"52";"0";"49";"0";"-4614420";"NVW";"224510.00-453505.6";8.85;8.99
"22461+5804";"STT 480";"";1843;2016;33;118;116;31;30.7;"7.65";"8.64";"F8";"9";"-51";"8";"-50";"+57 2601";"N";"224605.29+580419.6";7.65;8.64
"22478-0414";"STF2944";"AC";1821;2016;122;162;86;56.9;62.2;"7.30";"8.58";"G2V";"-184";"-295";"6";"-3";"-04 5759";"NL U";"224750.05-041343.6";7.3;8.58
"22478-0414";"STF2944";"BC";1822;2013;88;158;85;57;59.3;"7.68";"8.58";"G4";"-184";"-295";"6";"-3";"";"NL U";"224750.14-041344.3";7.68;8.58
"22497+6612";"SHY 359";"";1991;2000;3;184;184;999.9;999.9;"3.61";"6.50";"K0III+F5";"-66";"-124";"-63";"-137";"+65 1814";"NV";"224940.81+661201.4";3.61;6.5
"22518+4119";"HJ 1823";"AC";1874;2012;27;338;337;82;81.9;"7.06";"8.11";"B8V";"15";"-3";"2";"-2";"+40 4925";"NZ";"225149.41+411846.7";7.06;8.11
"22518+4119";"HJ 1823";"AE";1885;2012;19;263;263;117.9;119;"7.06";"8.85";"B8V+A0";"15";"-3";"5";"-9";"+40 4924";"NZ";"225149.41+411846.7";7.06;8.85
"22527+6759";"STTA238";"AB";1782;2016;36;278;280;61.9;68.8;"7.02";"7.58";"F2";"79";"63";"80";"59";"+67 1475";"NZWV";"225242.28+675924.5";7.02;7.58
"22553-4828";"I    22";"AB,CD";1905;2013;24;181;181;93.2;93;"7.14";"6.71";"F5V";"-222";"49";"-225";"55";"-4913997";"NZ V";"225516.15-482756.6";7.14;6.71
"22562+7250";"S   820";"AB,D";1825;2003;12;279;280;120.9;119.2;"7.57";"8.42";"A2";"3";"-9";"23";"13";"+72 1073";"N";"225613.13+725014.5";7.57;8.42
"22577-2937";"SHY 106";"AB";1991;1998;3;188;188;999.9;999.9;"1.25";"6.60";"A3V+K4V";"329";"-164";"334";"-157";"-3019370";"NV";"225739.04-293720.0";1.25;6.6
"22578-3312";"SHY 823";"AC";1991;1999;3;6;6;999.9;999.9;"7.95";"5.54";"F3V+F0V";"-8";"5";"-8";"4";"";"NV";"225745.74-331147.4";7.95;5.54
"22586+1203";"STTA241";"";1875;2015;30;161;161;84.8;84.7;"8.28";"8.37";"F2";"112";"-41";"112";"-41";"+11 4910";"NV";"225833.60+120304.4";8.28;8.37
"23051+5844";"GRF  21";"AC";1901;2010;6;273;273;164.6;166.1;"7.02";"8.23";"G8III+A0";"14";"4";"4";"-4";"";"U";"230506.34+584356.7";7.02;8.23
"23052-0742";"STFA 59";"AB,C";1835;2012;27;146;149;261.8;257.6;"5.47";"7.21";"A9III";"122";"22";"19";"-1";"-08 6019";"N";"230509.71-074137.7";5.47;7.21
"23065+4655";"STTA242";"";1876;2010;25;31;31;79.9;79.9;"7.75";"8.57";"B3";"-3";"-3";"-1";"-3";"+46 3931";"N";"230632.96+465525.0";7.75;8.57
"23069-4331";"JC   20";"AC";1851;2002;18;293;292;160.2;158.9;"4.45";"7.77";"G2V";"-48";"-14";"-50";"-21";"-4415146";"NV";"230652.77-433113.2";4.45;7.77
"23097+5920";"S   823";"AC";1824;2011;18;163;163;167.2;166.9;"5.72";"8.16";"A5III";"0";"1";"1";"1";"";"N";"230944.13+591957.7";5.72;8.16
"23100+3651";"S   825";"AB";1825;2013;39;319;318;66.6;67.4;"7.78";"8.26";"K4III";"15";"-2";"2";"0";"+36 5012";"NO";"231002.57+365053.9";7.78;8.26
"23100+1426";"STF2986";"";1829;2016;50;274;270;31.6;31.5;"6.61";"8.88";"G0V";"-121";"-86";"-95";"-91";"+13 5059";"N";"230957.10+142535.6";6.61;8.88
"23144+2946";"ARN  26";"AC";1895;2012;13;184;181;191;190.5;"6.45";"8.68";"F6IVw";"-5";"-9";"66";"-8";"";"N";"231421.71+294618.5";6.45;8.68
"23180-6100";"DUN 247";"";1826;2016;27;278;294;30;51.8;"6.87";"8.17";"K1IIICN";"51";"-92";"-5";"6";"-61 6735";"NL";"231800.80-610013.2";6.87;8.17
"23191+4855";"ES 2725";"AB";1881;2013;17;231;235;49.4;54.1;"7.27";"8.62";"A2";"77";"7";"22";"9";"+48 3995";"N";"231907.65+485509.9";7.27;8.62
"23258+4521";"HJL1111";"AB";1894;2002;11;44;43;185.4;185.3;"7.95";"8.57";"G5+G0";"47";"-45";"47";"-43";"";"W";"232545.69+452050.6";7.95;8.57
"23260+2742";"STTA245";"AB,C";1875;2004;25;195;194;63.1;62.2;"7.92";"8.50";"F8";"-6";"-15";"-8";"-17";"+26 4627";"";"232559.72+274225.8";7.92;8.5
"23280+2335";"STTA246";"AB";1875;2012;28;112;122;89.4;79.6;"7.95";"8.87";"K1IV";"80";"28";"-27";"-33";"+22 4838";"L";"232758.12+233512.2";7.95;8.87
"23281-0228";"CBL 194";"AC";1889;2012;13;47;46;57.6;57.1;"8.48";"8.11";"G0+F2";"71";"9";"72";"9";"";"NV";"232805.70-022733.0";8.48;8.11
"23300+5833";"SHJ 355";"AC";1800;2015;48;270;269;75.8;75.7;"4.87";"7.23";"B3IV";"18";"4";"19";"4";"+57 2747";"N";"233001.92+583256.1";4.87;7.23
"23336+6028";"STFA 60";"AB";1835;2012;31;211;209;247.1;231.1;"7.46";"7.28";"G1IV";"15";"-2";"102";"32";"+59 2746";"N";"233335.65+602807.0";7.46;7.28
"23351-4237";"SHY 834";"AC";1751;2010;9;209;212;312;294.1;"4.70";"6.68";"A2Vp+A5V";"42";"11";"44";"-2";"";"NV";"233504.53-423654.4";4.7;6.68
"23386+4441";"WEB  10";"AB";1894;2012;12;306;304;123;128;"8.30";"8.76";"F5";"67";"12";"8";"-7";"+43 4515";"";"233833.16+444111.9";8.3;8.76
"23389-4537";"SHY 836";"";1905;2010;5;123;122;803.5;804.4;"4.74";"7.05";"A2V+A7/8";"71";"-10";"78";"-19";"-4614730";"NV";"233855.63-453642.5";4.74;7.05
"23418-1749";"HJ 5413";"AB";1892;2012;20;6;4;123.2;118;"4.91";"8.56";"G0Ib-II";"14";"1";"-30";"-28";"-18 6358";"N";"234145.80-174859.5";4.91;8.56
"23469+2825";"STF3039";"AC";1875;2001;6;86;94;710;715.3;"7.41";"8.15";"M0";"3";"-23";"50";"8";"+27 4621";"N";"234652.41+282511.1";7.41;8.15
"23479+1703";"STF3041";"A,BC";1832;2016;19;348;358;71.1;58.3;"8.35";"8.36";"A6III";"17";"-10";"83";"-78";"";"N";"234751.79+170321.6";8.35;8.36
"23487+6453";"STT 507";"AC";1847;2016;41;354;350;48.8;50.8;"6.76";"8.44";"A0p";"17";"-14";"-3";"-1";"+64 1860";"NU";"234839.03+645235.3";6.76;8.44
"23499-4218";"CRU9058";"";1902;2010;7;314;315;116.2;115;"7.44";"8.44";"A9III+KIII";"-17";"-13";"2";"-8";"-4216486";"";"234954.65-421802.6";7.44;8.44
"23506+5412";"SHY 840";"AC";1991;2003;4;77;77;999.9;999.9;"7.22";"7.64";"F6IV-V+F5";"-1";"-35";"-5";"-40";"";"NVW";"235037.98+541153.6";7.22;7.64
"23537-6557";"SHY 108";"AC";1991;1999;3;331;331;999.9;999.9;"6.72";"4.03";"G0V+F1III";"-42";"86";"-27";"78";"";"NV";"235339.94-655650.4";6.72;4.03
"23549+2929";"STTA252";"";1875;2013;26;143;144;111.8;110.7;"6.77";"8.37";"K2+K0";"20";"-4";"-1";"-10";"+28 4666";"NY";"235456.40+292832.2";6.77;8.37
"23553-3155";"SKF 760";"";1751;2010;20;5;1;132.5;133.9;"6.09";"6.82";"B6V+B8V";"17";"0";"17";"1";"-3217723";"V";"235516.59-315517.3";6.09;6.82
"23592+5032";"ARY  33";"";1903;2015;22;139;139;101.4;100.1;"7.32";"8.12";"G5III:";"4";"-12";"-6";"-3";"+49 4297";"Z";"235914.74+503145.3";7.32;8.12
"23592+4112";"HJL1113";"AC";1894;2013;12;193;193;114.7;114.3;"7.78";"8.22";"G0";"80";"6";"82";"4";"";"NVW";"235909.03+411206.3";7.78;8.22
